Feature,Counts,ImportanceScore,Rank
general_health-liver-index,30,0.239,1.0
fluid-swim_bladder-logical,30,0.075333,2.0
satiation_ration,30,0.03,3.0
general_health-gonad-index,30,0.021,4.0
normal-stomach-logical,30,0.020333,5.0
temperature_celsius,30,0.016667,6.0
visceral_fat-viscera-score,28,0.009667,7.0
general_health-heart-index,27,0.009,8.0
fluid-swim_bladder-ml,23,0.007667,9.0
normal-kidney-logical,5,0.001667,10.0
