Feature,Counts,ImportanceScore,Rank
general_health-liver-index,30,0.333143,1.0
fluid-swim_bladder-logical,30,0.260317,2.0
normal-kidney-logical,28,0.09769,3.0
normal-stomach-logical,27,0.045163,4.0
general_health-heart-index,22,0.025314,5.0
visceral_fat-viscera-score,18,0.016418,6.0
temperature_celsius,17,0.014143,7.0
fluid-swim_bladder-ml,14,0.012004,8.0
satiation_ration,12,0.011833,9.0
general_health-gonad-index,12,0.009894,10.0
