Feature,Counts,ImportanceScore,Rank
weight-liver,30,0.065333,1.0
weight-gonad,30,0.054,2.0
weight-heart,30,0.025667,3.0
weight-viscera,30,0.024,4.0
satiation_ration,30,0.021667,5.0
girth-empty,30,0.015667,6.0
temperature_celsius,30,0.013667,7.0
weight-fillet,30,0.012667,8.0
sex-empty,0,0.0,9.0
